id,name,status,lastVerified,brand,street,locality,state,zip,citySlug,cityName,lat,lng,modalities,access,dropIn,dayPass,membershipMo,priceFrom,plungeF_low,plungeF_high,saunaF_low,saunaF_high,hours,website,bookingUrl,phone,url
"restore-hyper-wellness-katy-tx","Restore Hyper Wellness - Katy","community","2026-08-16",,"23116 Cinco Ranch Boulevard","Katy","TX","77494","houston-tx","Houston","29.744212","-95.769388","cryotherapy|infrared_sauna|compression|red_light","unpublished",,,"190","",,,,,"Mon-Thu 10AM-7PM; Fri-Sat 9AM-5PM; Sun 12PM-5PM","https://www.restore.com/locations/tx-katy-tx014","https://www.restore.com/locations/tx-katy-tx014","+1-281-665-7475","https://findsaunaplunge.com/venue/restore-hyper-wellness-katy-tx/"
"icryo-shadow-creek-pearland-tx","iCRYO - Shadow Creek","community","2026-08-16",,"11011 Shadow Creek Pkwy, #109","Pearland","TX","77584","houston-tx","Houston","29.584184","-95.387858","cryotherapy|infrared_sauna|compression|red_light","unpublished",,,,"",,,,,"Mon-Fri 9am-7pm; Sat-Sun 10am-4pm","https://icryo.com/location/pearland-tx-shadow-creek/","https://icryo.com/location/pearland-tx-shadow-creek/","+1-281-942-4100","https://findsaunaplunge.com/venue/icryo-shadow-creek-pearland-tx/"
"icryo-west-university-houston-tx","iCRYO - West University","community","2026-08-24",,"3839 Bellaire Blvd","Houston","TX","77025","houston-tx","Houston","29.705954","-95.43804","cryotherapy|infrared_sauna|compression|red_light","unpublished",,,,"",,,,,"Mon-Fri 8am-6pm; Sat-Sun 10am-4pm","https://icryo.com/location/houston-tx-west-university/","https://icryo.com/location/houston-tx-west-university/","+1-832-241-6245","https://findsaunaplunge.com/venue/icryo-west-university-houston-tx/"
"life-time-champions-houston-tx","Life Time Champions","brand_import","2026-08-26","life-time","7717 Willow Chase Blvd","Houston","TX","77070","houston-tx","Houston","29.96625379","-95.54597354","cold_plunge|steam_room","communal",,,,"",,,,,"Mon–Fri 4:00am–12:00am, Sat–Sun 5:00am–11:00pm","https://www.lifetime.life/locations/tx/champions/amenities.html",,"+1-281-469-9300","https://findsaunaplunge.com/venue/life-time-champions-houston-tx/"
"life-time-cinco-ranch-houston-tx","Life Time Cinco Ranch","brand_import","2026-08-26","life-time","23211 Cinco Ranch Blvd","Katy","TX","77494","houston-tx","Houston","29.74261984","-95.77065086","cold_plunge|steam_room|traditional_sauna","communal",,,,"",,,,,"Mon–Fri 4:00am–12:00am, Sat–Sun 5:00am–11:00pm","https://www.lifetime.life/locations/tx/cinco-ranch/amenities.html",,"+1-281-644-5300","https://findsaunaplunge.com/venue/life-time-cinco-ranch-houston-tx/"
"life-time-greenstreet-houston-tx","Life Time GreenStreet","brand_import","2026-08-26","life-time","1201 Main Street, Suites 110 & 210","Houston","TX","77002","houston-tx","Houston","29.75399008","-95.36541964","cold_plunge|steam_room|traditional_sauna","communal",,,,"",,,,,"Mon–Fri 5:00am–10:00pm, Sat–Sun 7:00am–6:00pm","https://www.lifetime.life/locations/tx/greenstreet/amenities.html",,"+1-713-258-2600","https://findsaunaplunge.com/venue/life-time-greenstreet-houston-tx/"
"life-time-lake-houston-houston-tx","Life Time Lake Houston","brand_import","2026-08-26","life-time","13600 Will Clayton Pkwy","Humble","TX","77346","houston-tx","Houston","29.98086652","-95.16774047","cold_plunge|steam_room|traditional_sauna","communal",,,,"",,,,,"Mon–Fri 4:00am–12:00am, Sat–Sun 5:00am–11:00pm","https://www.lifetime.life/locations/tx/lake-houston/amenities.html",,"+1-281-812-4100","https://findsaunaplunge.com/venue/life-time-lake-houston-houston-tx/"
"life-time-shenandoah-houston-tx","Life Time Shenandoah","brand_import","2026-08-26","life-time","9000 Six Pines Drive","Shenandoah","TX","77380","houston-tx","Houston","30.17376981","-95.46041164","cold_plunge|traditional_sauna","communal",,,,"",,,,,"Mon–Fri 4:00am–12:00am, Sat–Sun 5:00am–11:00pm","https://www.lifetime.life/locations/tx/shenandoah/amenities.html",,"+1-346-786-5950","https://findsaunaplunge.com/venue/life-time-shenandoah-houston-tx/"
"restore-hyper-wellness-henderson-las-vegas-nv","Restore Hyper Wellness - Henderson, NV","community","2026-08-16",,"1550 North Green Valley Parkway, #300","Henderson","NV","89074","las-vegas-nv","Las Vegas","36.029845","-115.086254","cryotherapy|infrared_sauna|compression|red_light","unpublished",,,"200","",,,,,"Monday-Friday 10AM-6PM, Saturday 9AM-5PM, Sunday 11AM-5PM","https://www.restore.com/locations/nv-henderson-nv001","https://www.restore.com/locations/nv-henderson-nv001","+1-725-888-8143","https://findsaunaplunge.com/venue/restore-hyper-wellness-henderson-las-vegas-nv/"
"restore-hyper-wellness-summerlin-south-las-vegas-nv","Restore Hyper Wellness - Las Vegas, NV (Summerlin South)","community","2026-08-16",,"4220 S Grand Canyon Dr., Suite 1 & 2","Las Vegas","NV","89147","las-vegas-nv","Las Vegas","36.112899","-115.306208","cryotherapy|infrared_sauna|compression|red_light","unpublished",,,"200","",,,,,"Monday-Friday 10AM-6PM, Saturday 9AM-5PM, Sunday 11AM-5PM","https://www.restore.com/locations/nv-las-vegas-summerlin-south-nv010","https://www.restore.com/locations/nv-las-vegas-summerlin-south-nv010","+1-702-664-8754","https://findsaunaplunge.com/venue/restore-hyper-wellness-summerlin-south-las-vegas-nv/"
"perspire-sauna-studio-summerlin-las-vegas-nv","Perspire Sauna Studio - Summerlin","community","2026-08-16",,"410 South Rampart Boulevard #175","Las Vegas","NV","89145","las-vegas-nv","Las Vegas","36.167896","-115.287172","infrared_sauna|red_light","unpublished",,,"199","",,,,,,"https://www.perspiresaunastudio.com/locations/summerlin","https://www.perspiresaunastudio.com/locations/summerlin","+1-702-766-7073","https://findsaunaplunge.com/venue/perspire-sauna-studio-summerlin-las-vegas-nv/"
"perspire-sauna-studio-green-valley-henderson-las-vegas-nv","Perspire Sauna Studio - Green Valley (Henderson)","community","2026-08-16",,"140 South Green Valley Parkway Suite 122","Henderson","NV","89012","las-vegas-nv","Las Vegas","36.022592","-115.084178","infrared_sauna|red_light","unpublished",,,"199","",,,,,,"https://www.perspiresaunastudio.com/locations/green-valley","https://www.perspiresaunastudio.com/locations/green-valley","+1-702-819-0044","https://findsaunaplunge.com/venue/perspire-sauna-studio-green-valley-henderson-las-vegas-nv/"
"sweat-it-studio-flamingo-las-vegas-nv","Sweat It Studio - Flamingo","community","2026-08-16",,"9809 West Flamingo Road #5","Las Vegas","NV","89147","las-vegas-nv","Las Vegas","36.11505","-115.305892","cold_plunge|infrared_sauna","unpublished",,,"189","",,,,,,"https://sweatitstudio.com/","https://sweatitstudio.com/pricing/","+1-702-333-1921","https://findsaunaplunge.com/venue/sweat-it-studio-flamingo-las-vegas-nv/"
"sweat-it-studio-village-center-summerlin-las-vegas-nv","Sweat It Studio - Village Center (Summerlin)","community","2026-08-16",,"1958 Village Center Cir Ste #5","Las Vegas","NV","89134","las-vegas-nv","Las Vegas","36.192357","-115.30441","cold_plunge|infrared_sauna","unpublished",,,"189","",,,,,,"https://sweatitstudio.com/summerlin-north/","https://sweatitstudio.com/pricing/","+1-702-233-9051","https://findsaunaplunge.com/venue/sweat-it-studio-village-center-summerlin-las-vegas-nv/"
"cold-summer-las-vegas-nv","Cold Summer","community","2026-08-16",,"2275 E Sunset Rd","Las Vegas","NV","89119","las-vegas-nv","Las Vegas","36.071556","-115.12081","cold_plunge|traditional_sauna|red_light|compression","unpublished","45",,"159","",,,,,,"https://www.coldsummer.com/","https://booking.mangomint.com/coldsummer",,"https://findsaunaplunge.com/venue/cold-summer-las-vegas-nv/"
"drop-infrared-sauna-las-vegas-nv","DROP Infrared Sauna","community","2026-08-16",,"5025 Blue Diamond Rd. #104","Las Vegas","NV","89139","las-vegas-nv","Las Vegas","36.031518","-115.209685","infrared_sauna","unpublished","39",,"179","",,,,,,"https://dropsauna.com/","https://dropsauna.com/locations-pricing/","+1-702-405-0288","https://findsaunaplunge.com/venue/drop-infrared-sauna-las-vegas-nv/"
"glace-cryotherapy-henderson-las-vegas-nv","Gla·cé Cryotherapy","community","2026-08-16",,"2541 Wigwam Pkwy","Henderson","NV","89074","las-vegas-nv","Las Vegas","36.03484","-115.096873","cryotherapy|infrared_sauna","unpublished",,,,"",,,,,"Monday-Friday 10am-6pm, Saturday 10am-2pm, Sunday Closed","https://www.vegascryotherapy.com/","https://www.vegascryotherapy.com/prices/","+1-702-685-9777","https://findsaunaplunge.com/venue/glace-cryotherapy-henderson-las-vegas-nv/"
"imr-float-henderson-las-vegas-nv","IMR Float","community","2026-08-16",,"10870 S Eastern Ave Suite 103","Henderson","NV","89052","las-vegas-nv","Las Vegas","35.994781","-115.100881","cold_plunge|infrared_sauna|float","unpublished","75",,"59","","49","49",,,,"https://imrfloat.com/","https://imrfloat.com/membership/","+1-702-751-9331","https://findsaunaplunge.com/venue/imr-float-henderson-las-vegas-nv/"
"wellness-sauna-cryotherapy-las-vegas-nv","Wellness Sauna & Cryotherapy","community","2026-08-16",,"2950 E Flamingo Rd STE L","Las Vegas","NV","89121","las-vegas-nv","Las Vegas","36.115102","-115.110562","cold_plunge|infrared_sauna|red_light","unpublished",,,,"",,,,,,"https://wellnesslasvegas.net/","https://wellnesslasvegas.net/wellness-packages-las-vegas/","+1-725-210-4933","https://findsaunaplunge.com/venue/wellness-sauna-cryotherapy-las-vegas-nv/"
"elevated-studio-henderson-las-vegas-nv","Elevated Studio","community","2026-08-16",,"4500 E Sunset Rd #4","Henderson","NV","89014","las-vegas-nv","Las Vegas","36.070965","-115.075578","infrared_sauna|cryotherapy|red_light","unpublished","39",,"159","",,,,,,"https://elevatedlasvegas.com/","https://elevatedlasvegas.com/pricing/","+1-702-451-0444","https://findsaunaplunge.com/venue/elevated-studio-henderson-las-vegas-nv/"
"project-wellbeing-las-vegas-nv","Project Wellbeing","community","2026-08-16",,"7155 S. Buffalo Dr., Suite 165","Las Vegas","NV","89113","las-vegas-nv","Las Vegas","36.058852","-115.260937","cold_plunge|infrared_sauna|traditional_sauna|cryotherapy|red_light|compression","unpublished",,,"279","",,,,,,"https://www.projectwellbeing.co/","https://www.projectwellbeing.co/memberships","+1-702-525-7791","https://findsaunaplunge.com/venue/project-wellbeing-las-vegas-nv/"
"smash-iron-fitness-recovery-zone-las-vegas-nv","Smash Iron Fitness Recovery Zone","community","2026-08-16",,"2350 S Rainbow Blvd STE 8","Las Vegas","NV","89146","las-vegas-nv","Las Vegas","36.202452","-115.242186","cold_plunge|traditional_sauna","unpublished","50",,,"",,,,,,"https://smashironfitness.com/cold-plunge-dry-sauna-recovery-zone","https://smashironfitness.com/cold-plunge-dry-sauna-recovery-zone","+1-702-276-7692","https://findsaunaplunge.com/venue/smash-iron-fitness-recovery-zone-las-vegas-nv/"
"pause-studio-las-vegas-nv","Pause Studio","community","2026-08-16",,"1043 South Rampart Boulevard","Las Vegas","NV","89145","las-vegas-nv","Las Vegas","36.160167","-115.291496","cold_plunge|infrared_sauna|cryotherapy|compression|red_light|float","private_suite",,,,"",,,,,,"https://pausestudio.com/locations/las-vegas","https://pausestudio.com/las-vegas/contrast-therapy","+1-725-302-3518","https://findsaunaplunge.com/venue/pause-studio-las-vegas-nv/"
"hotworx-las-vegas-boca-park-las-vegas-nv","HOTWORX - Las Vegas (Boca Park)","community","2026-08-16",,"750 S Rampart Blvd Suite 12","Las Vegas","NV","89145","las-vegas-nv","Las Vegas","36.163803","-115.290815","infrared_sauna","unpublished",,,,"",,,,,"Monday-Sunday, open 24 hours (member access); staffed hours vary","https://www.hotworx.net/studio/lasvegas-bocapark","https://www.hotworx.net/studio/lasvegas-bocapark",,"https://findsaunaplunge.com/venue/hotworx-las-vegas-boca-park-las-vegas-nv/"
"be-well-studio-las-vegas-nv","Be Well Studio","community","2026-08-16",,"7083 W Craig Rd Ste 195","Las Vegas","NV","89129","las-vegas-nv","Las Vegas","36.240363","-115.250189","cold_plunge|infrared_sauna|traditional_sauna|red_light|compression|float","unpublished","99","199",,"",,,,,,"https://bewellstudio.life/","https://bewellstudio.life/pricings/","+1-702-789-0008","https://findsaunaplunge.com/venue/be-well-studio-las-vegas-nv/"
"perspire-sauna-studio-culver-city-los-angeles-ca","Perspire Sauna Studio - Culver City","community","2026-08-16",,"3331 South La Cienega Boulevard","Los Angeles","CA","90016","los-angeles-ca","Los Angeles","34.027825","-118.372082","infrared_sauna|red_light","private_suite",,,,"",,,,,,"https://www.perspiresaunastudio.com/locations/culver-city",,"+1-310-596-1187","https://findsaunaplunge.com/venue/perspire-sauna-studio-culver-city-los-angeles-ca/"
"restore-hyper-wellness-santa-monica-los-angeles-ca","Restore Hyper Wellness - Santa Monica","community","2026-08-16",,"1031 Montana Avenue","Santa Monica","CA","90403","los-angeles-ca","Los Angeles","34.029598","-118.49846","cryotherapy|infrared_sauna|compression|red_light","unpublished",,,,"",,,,,"Mon-Fri 10am-6pm, Sat 10am-5pm, Sun 10am-5pm","https://www.restore.com/locations/ca-santa-monica-ca025",,"+1-424-416-7876","https://findsaunaplunge.com/venue/restore-hyper-wellness-santa-monica-los-angeles-ca/"
"restore-hyper-wellness-torrance-los-angeles-ca","Restore Hyper Wellness - Torrance","community","2026-08-16",,"2744 Pacific Coast Hwy","Torrance","CA","90505","los-angeles-ca","Los Angeles","33.79287","-118.334334","cryotherapy|infrared_sauna|compression|red_light","unpublished",,,,"",,,,,"Mon 10am-7pm, Tue-Fri 11am-7pm, Sat 9am-5pm, Sun 11am-5pm","https://www.restore.com/locations/ca-torrance-ca116",,"+1-310-807-2920","https://findsaunaplunge.com/venue/restore-hyper-wellness-torrance-los-angeles-ca/"
"restore-hyper-wellness-marina-del-rey-los-angeles-ca","Restore Hyper Wellness - Marina Del Rey","community","2026-08-16",,"4635 Admiralty Way, Suite 101","Marina Del Rey","CA","90292","los-angeles-ca","Los Angeles","33.981206","-118.441204","cryotherapy|infrared_sauna|compression|red_light","unpublished",,,,"",,,,,"Mon-Fri 10am-6pm, Sat 9am-5pm, Sun 10am-5pm","https://www.restore.com/locations/ca-marina-del-rey-ca016",,"+1-424-352-3523","https://findsaunaplunge.com/venue/restore-hyper-wellness-marina-del-rey-los-angeles-ca/"
"perspire-sauna-studio-brentwood-los-angeles-ca","Perspire Sauna Studio - Brentwood","community","2026-08-16",,"11819 Wilshire Boulevard, Ste 207","Los Angeles","CA","90025","los-angeles-ca","Los Angeles","34.047796","-118.463008","infrared_sauna|red_light","private_suite",,,,"",,,,,,"https://www.perspiresaunastudio.com/locations/brentwood",,"+1-310-694-0126","https://findsaunaplunge.com/venue/perspire-sauna-studio-brentwood-los-angeles-ca/"
"perspire-sauna-studio-santa-monica-los-angeles-ca","Perspire Sauna Studio - Santa Monica","community","2026-08-16",,"924 Montana Avenue","Santa Monica","CA","90403","los-angeles-ca","Los Angeles","34.028626","-118.49946","infrared_sauna|red_light","private_suite",,,,"",,,,,,"https://www.perspiresaunastudio.com/locations/santa-monica",,"+1-310-526-8760","https://findsaunaplunge.com/venue/perspire-sauna-studio-santa-monica-los-angeles-ca/"
"perspire-sauna-studio-porter-ranch-los-angeles-ca","Perspire Sauna Studio - Porter Ranch","community","2026-08-16",,"19727 Rinaldi Street","Porter Ranch","CA","91326","los-angeles-ca","Los Angeles","34.274887","-118.563019","infrared_sauna|red_light","private_suite",,,,"",,,,,,"https://www.perspiresaunastudio.com/locations/porter-ranch",,"+1-818-722-6336","https://findsaunaplunge.com/venue/perspire-sauna-studio-porter-ranch-los-angeles-ca/"
"pause-studio-venice-los-angeles-ca","Pause Studio - Venice","community","2026-08-16",,"13353 W Washington Blvd","Los Angeles","CA","90066","los-angeles-ca","Los Angeles","33.992603","-118.443656","infrared_sauna|cold_plunge|float|compression|red_light","private_suite",,,,"",,,,,,"https://pausestudio.com/venice/contrast-therapy",,"+1-310-359-0979","https://findsaunaplunge.com/venue/pause-studio-venice-los-angeles-ca/"
"pause-studio-brentwood-los-angeles-ca","Pause Studio - Brentwood","community","2026-08-16",,"11611 San Vicente Blvd #GF3","Los Angeles","CA","90049","los-angeles-ca","Los Angeles","34.054016","-118.462312","infrared_sauna|cold_plunge|cryotherapy|float|compression|red_light","private_suite",,,,"",,,,,,"https://pausestudio.com/brentwood/contrast-therapy",,"+1-424-757-6860","https://findsaunaplunge.com/venue/pause-studio-brentwood-los-angeles-ca/"
"pause-studio-west-hollywood-los-angeles-ca","Pause Studio - West Hollywood","community","2026-08-16",,"937 N. Sycamore Ave","Los Angeles","CA","90038","los-angeles-ca","Los Angeles","34.087764","-118.34285","infrared_sauna|cold_plunge|cryotherapy|float|compression|red_light","private_suite",,,,"",,,,,,"https://pausestudio.com/west-hollywood/contrast-therapy",,"+1-310-870-3551","https://findsaunaplunge.com/venue/pause-studio-west-hollywood-los-angeles-ca/"
"pause-studio-studio-city-los-angeles-ca","Pause Studio - Studio City","community","2026-08-16",,"12930 Ventura Blvd Suite 124","Studio City","CA","91604","los-angeles-ca","Los Angeles","34.145153","-118.414276","infrared_sauna|cold_plunge|cryotherapy|float|compression|red_light","private_suite",,,,"",,,,,,"https://pausestudio.com/studio-city/contrast-therapy",,"+1-213-348-6627","https://findsaunaplunge.com/venue/pause-studio-studio-city-los-angeles-ca/"
"remedy-place-west-hollywood-los-angeles-ca","Remedy Place - West Hollywood","community","2026-08-16",,"8305 Sunset Boulevard","West Hollywood","CA","90069","los-angeles-ca","Los Angeles","34.096506","-118.370522","cold_plunge|infrared_sauna|cryotherapy|red_light|compression","unpublished",,,,"",,,,,"9am - 8pm","https://www.remedyplace.com/clubs/weho",,"+1-323-645-7444","https://findsaunaplunge.com/venue/remedy-place-west-hollywood-los-angeles-ca/"
"icepass-blue-republic-crossfit-los-angeles-ca","IcePass at Blue Republic CrossFit","community","2026-08-16",,"3328 Pico Boulevard","Santa Monica","CA","90405","los-angeles-ca","Los Angeles","34.026981","-118.454903","cold_plunge|traditional_sauna","unpublished",,"50","299","",,,,,,"https://icepassla.com/locations/blue-republic-crossfit/","https://icepassla.com/pricing/","+1-415-654-1875","https://findsaunaplunge.com/venue/icepass-blue-republic-crossfit-los-angeles-ca/"
